"pair","dataset_a","dataset_b","chemical_a","chemical_b","year","n","r","r_squared"
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGE","LBXMPAH",2013,559,-0.0228,5e-04
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGE","LBXPFBS",2013,559,-0.0084,1e-04
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGE","LBXPFDE",2013,559,0.1974,0.039
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGE","LBXPFDO",2013,559,0.1255,0.0157
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGE","LBXPFHP",2013,559,-0.0185,3e-04
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGE","LBXPFHS",2013,559,0.0311,0.001
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGE","LBXPFNA",2013,559,0.1618,0.0262
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGE","LBXPFUA",2013,559,0.224,0.0502
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGM","LBXMPAH",2013,559,-0.0218,5e-04
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGM","LBXPFBS",2013,559,0.0194,4e-04
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGM","LBXPFDE",2013,559,0.5553,0.3084
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGM","LBXPFDO",2013,559,0.1176,0.0138
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGM","LBXPFHP",2013,559,-0.0261,7e-04
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGM","LBXPFHS",2013,559,0.1361,0.0185
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGM","LBXPFNA",2013,559,0.4055,0.1645
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGM","LBXPFUA",2013,559,0.6798,0.4622
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXIHG","LBXMPAH",2013,559,-0.0848,0.0072
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXIHG","LBXPFBS",2013,559,0.0615,0.0038
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXIHG","LBXPFDE",2013,559,0.2451,0.0601
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXIHG","LBXPFDO",2013,559,0.0831,0.0069
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXIHG","LBXPFHP",2013,559,0.0032,0
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXIHG","LBXPFHS",2013,559,0.0531,0.0028
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXIHG","LBXPFNA",2013,559,0.1407,0.0198
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXIHG","LBXPFUA",2013,559,0.3401,0.1157
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGE","LBXBFOA",2015,492,-0.0107,1e-04
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGE","LBXMFOS",2015,492,-0.035,0.0012
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGE","LBXMPAH",2015,492,-0.0446,0.002
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGE","LBXNFOA",2015,492,-0.0494,0.0024
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGE","LBXNFOS",2015,492,-0.0165,3e-04
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGE","LBXPFDE",2015,492,0.0118,1e-04
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGE","LBXPFDO",2015,492,-0.0093,1e-04
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGE","LBXPFHS",2015,492,-0.0494,0.0024
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGE","LBXPFNA",2015,492,-0.0318,0.001
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGE","LBXPFUA",2015,492,0.0443,0.002
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGM","LBXBFOA",2015,493,0.0983,0.0097
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGM","LBXMFOS",2015,493,0.2258,0.051
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGM","LBXMPAH",2015,493,-0.1184,0.014
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGM","LBXNFOA",2015,493,0.2063,0.0426
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGM","LBXNFOS",2015,493,0.4223,0.1784
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGM","LBXPFDE",2015,493,0.5168,0.267
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGM","LBXPFDO",2015,493,0.1451,0.0211
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGM","LBXPFHS",2015,493,0.1175,0.0138
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGM","LBXPFNA",2015,493,0.45,0.2025
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGM","LBXPFUA",2015,493,0.5664,0.3208
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXIHG","LBXBFOA",2015,493,-0.0317,0.001
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXIHG","LBXMFOS",2015,493,0.0249,6e-04
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXIHG","LBXMPAH",2015,493,0.0129,2e-04
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXIHG","LBXNFOA",2015,493,0.0345,0.0012
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXIHG","LBXNFOS",2015,493,0.0368,0.0014
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXIHG","LBXPFDE",2015,493,0.1133,0.0128
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXIHG","LBXPFDO",2015,493,0.0164,3e-04
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXIHG","LBXPFHS",2015,493,-0.013,2e-04
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXIHG","LBXPFNA",2015,493,0.1026,0.0105
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXIHG","LBXPFUA",2015,493,0.1533,0.0235
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGE","LBXBFOA",2017,1928,0.0721,0.0052
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGE","LBXMFOS",2017,1928,0.0111,1e-04
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGE","LBXMPAH",2017,1928,0.0078,1e-04
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGE","LBXNFOA",2017,1928,0.0366,0.0013
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGE","LBXNFOS",2017,1928,0.0097,1e-04
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGE","LBXPFDE",2017,1928,0.0378,0.0014
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGE","LBXPFHS",2017,1928,0.009,1e-04
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGE","LBXPFNA",2017,1928,0.0419,0.0018
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGE","LBXPFUA",2017,1928,0.0432,0.0019
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGM","LBXBFOA",2017,1928,0.0114,1e-04
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGM","LBXMFOS",2017,1928,0.2088,0.0436
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGM","LBXMPAH",2017,1928,-0.0123,2e-04
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGM","LBXNFOA",2017,1928,0.237,0.0562
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGM","LBXNFOS",2017,1928,0.3577,0.128
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGM","LBXPFDE",2017,1928,0.5103,0.2604
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGM","LBXPFHS",2017,1928,0.1216,0.0148
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGM","LBXPFNA",2017,1928,0.3806,0.1449
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXBGM","LBXPFUA",2017,1928,0.6814,0.4643
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXIHG","LBXBFOA",2017,1928,0.0426,0.0018
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXIHG","LBXMFOS",2017,1928,0.0678,0.0046
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXIHG","LBXMPAH",2017,1928,-0.0514,0.0026
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXIHG","LBXNFOA",2017,1928,0.0937,0.0088
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXIHG","LBXNFOS",2017,1928,0.1087,0.0118
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXIHG","LBXPFDE",2017,1928,0.1875,0.0352
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXIHG","LBXPFHS",2017,1928,0.0442,0.002
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXIHG","LBXPFNA",2017,1928,0.1427,0.0204
"IHGEM_vs_PFAS","IHGEM","PFAS","LBXIHG","LBXPFUA",2017,1928,0.2447,0.0599
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXEPAH",2007,2098,0.001,0
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXMPAH",2007,2098,-0.0121,1e-04
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFBS",2007,2098,-0.0118,1e-04
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFDE",2007,2098,0.0847,0.0072
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFDO",2007,2098,0.0508,0.0026
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFHP",2007,2098,-0.0323,0.001
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFHS",2007,2098,-0.0479,0.0023
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFNA",2007,2098,0.0484,0.0023
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFOA",2007,2098,-0.0209,4e-04
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFOS",2007,2098,0.0446,0.002
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFSA",2007,2098,-0.0028,0
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFUA",2007,2098,0.141,0.0199
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXEPAH",2009,2231,-0.0036,0
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXMPAH",2009,2231,0.008,1e-04
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFBS",2009,2231,-4e-04,0
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFDE",2009,2231,0.0519,0.0027
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFDO",2009,2231,0.0557,0.0031
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFHP",2009,2231,-0.0175,3e-04
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFHS",2009,2231,-0.0211,4e-04
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFNA",2009,2231,0.0356,0.0013
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFOA",2009,2231,-0.0015,0
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFOS",2009,2231,0.0258,7e-04
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFSA",2009,2231,-0.0113,1e-04
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFUA",2009,2231,0.1009,0.0102
"IHGEM_vs_PFC","IHGEM","PFC","LBXBGE","LBXEPAH",2011,1900,0.0125,2e-04
"IHGEM_vs_PFC","IHGEM","PFC","LBXBGE","LBXMPAH",2011,1900,-0.007,0
"IHGEM_vs_PFC","IHGEM","PFC","LBXBGE","LBXPFBS",2011,1900,-0.0162,3e-04
"IHGEM_vs_PFC","IHGEM","PFC","LBXBGE","LBXPFDE",2011,1900,0.0505,0.0025
"IHGEM_vs_PFC","IHGEM","PFC","LBXBGE","LBXPFDO",2011,1900,0.0526,0.0028
"IHGEM_vs_PFC","IHGEM","PFC","LBXBGE","LBXPFHP",2011,1900,-0.0028,0
"IHGEM_vs_PFC","IHGEM","PFC","LBXBGE","LBXPFHS",2011,1900,0.0151,2e-04
"IHGEM_vs_PFC","IHGEM","PFC","LBXBGE","LBXPFNA",2011,1900,0.012,1e-04
"IHGEM_vs_PFC","IHGEM","PFC","LBXBGE","LBXPFOA",2011,1900,0.0131,2e-04
"IHGEM_vs_PFC","IHGEM","PFC","LBXBGE","LBXPFOS",2011,1900,0.0167,3e-04
"IHGEM_vs_PFC","IHGEM","PFC","LBXBGE","LBXPFSA",2011,1900,3e-04,0
"IHGEM_vs_PFC","IHGEM","PFC","LBXBGE","LBXPFUA",2011,1900,0.0566,0.0032
"IHGEM_vs_PFC","IHGEM","PFC","LBXBGM","LBXEPAH",2011,1900,0.0385,0.0015
"IHGEM_vs_PFC","IHGEM","PFC","LBXBGM","LBXMPAH",2011,1900,-0.0953,0.0091
"IHGEM_vs_PFC","IHGEM","PFC","LBXBGM","LBXPFBS",2011,1900,0.0194,4e-04
"IHGEM_vs_PFC","IHGEM","PFC","LBXBGM","LBXPFDE",2011,1900,0.476,0.2265
"IHGEM_vs_PFC","IHGEM","PFC","LBXBGM","LBXPFDO",2011,1900,0.2464,0.0607
"IHGEM_vs_PFC","IHGEM","PFC","LBXBGM","LBXPFHP",2011,1900,-0.0176,3e-04
"IHGEM_vs_PFC","IHGEM","PFC","LBXBGM","LBXPFHS",2011,1900,0.0369,0.0014
"IHGEM_vs_PFC","IHGEM","PFC","LBXBGM","LBXPFNA",2011,1900,0.3089,0.0954
"IHGEM_vs_PFC","IHGEM","PFC","LBXBGM","LBXPFOA",2011,1900,0.0972,0.0095
"IHGEM_vs_PFC","IHGEM","PFC","LBXBGM","LBXPFOS",2011,1900,0.2385,0.0569
"IHGEM_vs_PFC","IHGEM","PFC","LBXBGM","LBXPFSA",2011,1900,0.0227,5e-04
"IHGEM_vs_PFC","IHGEM","PFC","LBXBGM","LBXPFUA",2011,1900,0.6552,0.4292
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXEPAH",2011,1900,0.0191,4e-04
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXMPAH",2011,1900,-0.0255,6e-04
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFBS",2011,1900,0.016,3e-04
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFDE",2011,1900,0.2005,0.0402
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFDO",2011,1900,0.1505,0.0226
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFHP",2011,1900,-0.0013,0
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFHS",2011,1900,-0.0216,5e-04
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFNA",2011,1900,0.1399,0.0196
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFOA",2011,1900,0.0319,0.001
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFOS",2011,1900,0.0905,0.0082
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFSA",2011,1900,-0.0044,0
"IHGEM_vs_PFC","IHGEM","PFC","LBXIHG","LBXPFUA",2011,1900,0.2651,0.0703
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBCD","LBXMPAH",2013,559,0.0783,0.0061
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBCD","LBXPFBS",2013,559,0.0141,2e-04
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBCD","LBXPFDE",2013,559,0.0695,0.0048
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBCD","LBXPFDO",2013,559,0.0333,0.0011
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBCD","LBXPFHP",2013,559,-0.0973,0.0095
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBCD","LBXPFHS",2013,559,0.0169,3e-04
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBCD","LBXPFNA",2013,559,0.0205,4e-04
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBCD","LBXPFUA",2013,559,0.2005,0.0402
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBMN","LBXMPAH",2013,559,-0.0457,0.0021
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBMN","LBXPFBS",2013,559,-0.0663,0.0044
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBMN","LBXPFDE",2013,559,-0.0671,0.0045
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBMN","LBXPFDO",2013,559,-0.013,2e-04
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBMN","LBXPFHP",2013,559,-0.0227,5e-04
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBMN","LBXPFHS",2013,559,-0.1772,0.0314
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBMN","LBXPFNA",2013,559,-0.1225,0.015
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBMN","LBXPFUA",2013,559,-0.0208,4e-04
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBPB","LBXMPAH",2013,559,0.129,0.0166
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBPB","LBXPFBS",2013,559,0.0141,2e-04
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBPB","LBXPFDE",2013,559,0.2175,0.0473
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBPB","LBXPFDO",2013,559,0.0607,0.0037
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBPB","LBXPFHP",2013,559,-0.0153,2e-04
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBPB","LBXPFHS",2013,559,0.2008,0.0403
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBPB","LBXPFNA",2013,559,0.2198,0.0483
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBPB","LBXPFUA",2013,559,0.3164,0.1001
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBSE","LBXMPAH",2013,559,-0.0114,1e-04
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBSE","LBXPFBS",2013,559,0.0271,7e-04
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBSE","LBXPFDE",2013,559,0.0671,0.0045
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBSE","LBXPFDO",2013,559,0.0176,3e-04
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBSE","LBXPFHP",2013,559,0.0384,0.0015
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBSE","LBXPFHS",2013,559,0.0291,8e-04
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBSE","LBXPFNA",2013,559,0.0554,0.0031
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBSE","LBXPFUA",2013,559,0.1032,0.0107
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXTHG","LBXMPAH",2013,559,-0.0228,5e-04
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXTHG","LBXPFBS",2013,559,0.0163,3e-04
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXTHG","LBXPFDE",2013,559,0.5493,0.3017
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXTHG","LBXPFDO",2013,559,0.1464,0.0214
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXTHG","LBXPFHP",2013,559,-0.0277,8e-04
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXTHG","LBXPFHS",2013,559,0.128,0.0164
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXTHG","LBXPFNA",2013,559,0.3883,0.1508
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXTHG","LBXPFUA",2013,559,0.6949,0.4828
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBCD","LBXBFOA",2015,494,0.0385,0.0015
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBCD","LBXMFOS",2015,494,0.1142,0.013
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBCD","LBXMPAH",2015,494,0.0602,0.0036
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBCD","LBXNFOA",2015,494,0.0592,0.0035
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBCD","LBXNFOS",2015,494,0.1537,0.0236
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBCD","LBXPFDE",2015,494,0.111,0.0123
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBCD","LBXPFDO",2015,494,0.0328,0.0011
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBCD","LBXPFHS",2015,494,0.0759,0.0058
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBCD","LBXPFNA",2015,494,0.0602,0.0036
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBCD","LBXPFUA",2015,494,0.1434,0.0206
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBMN","LBXBFOA",2015,494,-0.0683,0.0047
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBMN","LBXMFOS",2015,494,-0.2193,0.0481
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBMN","LBXMPAH",2015,494,0.0108,1e-04
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBMN","LBXNFOA",2015,494,-0.17,0.0289
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBMN","LBXNFOS",2015,494,-0.172,0.0296
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBMN","LBXPFDE",2015,494,-0.02,4e-04
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBMN","LBXPFDO",2015,494,0.0339,0.0011
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBMN","LBXPFHS",2015,494,-0.2737,0.0749
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBMN","LBXPFNA",2015,494,-0.1202,0.0145
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBMN","LBXPFUA",2015,494,0.0209,4e-04
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBPB","LBXBFOA",2015,494,0.0769,0.0059
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBPB","LBXMFOS",2015,494,0.38,0.1444
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBPB","LBXMPAH",2015,494,0.1336,0.0179
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBPB","LBXNFOA",2015,494,0.2737,0.0749
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBPB","LBXNFOS",2015,494,0.3629,0.1317
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBPB","LBXPFDE",2015,494,0.2313,0.0535
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBPB","LBXPFDO",2015,494,0.0463,0.0021
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBPB","LBXPFHS",2015,494,0.2956,0.0874
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBPB","LBXPFNA",2015,494,0.2873,0.0826
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBPB","LBXPFUA",2015,494,0.2056,0.0423
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBSE","LBXBFOA",2015,494,-0.0394,0.0015
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBSE","LBXMFOS",2015,494,0.0826,0.0068
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBSE","LBXMPAH",2015,494,0.0605,0.0037
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBSE","LBXNFOA",2015,494,0.0624,0.0039
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBSE","LBXNFOS",2015,494,0.0196,4e-04
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBSE","LBXPFDE",2015,494,-0.0143,2e-04
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBSE","LBXPFDO",2015,494,0.0228,5e-04
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBSE","LBXPFHS",2015,494,0.0788,0.0062
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBSE","LBXPFNA",2015,494,-0.0255,7e-04
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXBSE","LBXPFUA",2015,494,-0.0084,1e-04
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXTHG","LBXBFOA",2015,494,0.095,0.009
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXTHG","LBXMFOS",2015,494,0.2268,0.0515
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXTHG","LBXMPAH",2015,494,-0.1087,0.0118
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXTHG","LBXNFOA",2015,494,0.1958,0.0383
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXTHG","LBXNFOS",2015,494,0.4159,0.173
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXTHG","LBXPFDE",2015,494,0.504,0.254
"PBCD_EXT_vs_PFAS","PBCD_EXT","PFAS","LBXTHG","LBXPFDO",2015,494,0.134,0.0179
